title,location,price,area_sqft,price_per_sqft,latitude,longitude,infrastructure,metro_distance,crime_rate,pollution,growth_index
"Plot/Land for Sale in TPS Colony, Secunderabad Hyderabad",TPS Colony,8500000,2404,3536,17.35121095,78.45920429,5.268963208,9.550596496,1.31645315,5.175508473,3.977845759
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,3200000,1467,2167,17.50675563,78.52077202,8.341332091,7.759978575,1.115548556,5.328569082,6.418139729
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,3600000,1647,2186,17.50675563,78.52077202,7.694288932,6.13318968,1.913496519,3.87507979,6.572176799
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,2500000,1908,1310,17.38084256,78.53099248,6.394082589,6.061202933,2.740976545,7.232147597,5.816048576
Plot/Land for Sale in Mirzapur Zaheerabad Hyderabad,Mirzapur Zaheerabad Hyderabad,2400000,1503,1611,17.53960475,78.54382706,8.321198872,2.95760239,7.160972436,6.599705253,8.00685186
Plot/Land for Sale in Kandi Hyderabad,Kandi Hyderabad,4000000,1503,2667,17.36859479,78.30387334,6.259140102,9.80275044,5.845758012,6.737182157,4.487900581
Plot/Land for Sale in Bhanur Hyderabad,Bhanur Hyderabad,11000000,3429,3208,17.50814865,78.36432822,6.749037705,7.586288611,2.498225743,4.266343466,5.520659753
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,5400000,1350,4000,17.50812634,78.28010676,5.036247491,4.82459608,6.32299686,3.421711752,5.413549801
"Plot/Land for Sale in Annaram, Nagole Hyderabad",Annaram,3000000,1800,1667,17.4807319,78.33486343,5.770087364,10.13536739,6.173422873,4.284042529,4.08359662
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,23300000,3492,6667,17.44631021,78.51092945,9.473138719,7.291202472,1.498539824,4.89072887,7.253482408
"Plot/Land for Sale in Aushapur, NH 2 2 Hyderabad",Aushapur,3100000,2160,1444,17.49153102,78.52127597,9.56646757,2.770859028,2.09700992,7.331780244,8.816260866
"Plot/Land for Sale in Tukkuguda, Srisailam Highway Hyderabad",Tukkuguda,16900000,3915,4317,17.41113733,78.36885685,8.26172441,9.33764732,2.239798114,5.211030027,5.844485539
Plot/Land for Sale in Nandigama Kothur Hyderabad,Nandigama Kothur Hyderabad,8000000,3204,2497,17.47449301,78.25613546,8.682872202,7.993198162,5.335797776,3.390129274,6.545323934
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,4800000,2403,2000,17.44631021,78.51092945,7.762715597,10.149177,6.071657544,6.156633355,5.274570357
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,6600000,2583,2555,17.50675563,78.52077202,6.615526315,9.835396225,4.249922123,4.894647659,4.690850381
Plot/Land for Sale in Alwal Hyderabad,Alwal Hyderabad,28000000,3150,8889,17.39263832,78.28748503,7.313872122,5.122674459,5.970764278,7.4920246,6.68076512
Plot/Land for Sale in Gajularamaram Hyderabad,Gajularamaram Hyderabad,14800000,1800,8222,17.49064789,78.543145,9.195708409,2.692099145,3.885630019,4.044449944,8.620058663
Plot/Land for Sale in Ibrahimpatnam Hyderabad,Ibrahimpatnam Hyderabad,4000000,1800,2222,17.4755424,78.41806561,7.844505041,6.675385513,6.3840797,7.472073739,6.48157452
Plot/Land for Sale in Shankarpally Road Hyderabad,Shankarpally Road Hyderabad,5300000,1980,2677,17.30929974,78.28449596,8.646569183,3.145573706,4.766797901,7.160852422,8.139416941
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,5000000,2250,2222,17.38084256,78.53099248,7.76627322,10.68618768,3.892762902,4.205115585,5.097701373
Plot/Land for Sale in Choutuppal Hyderabad,Choutuppal Hyderabad,3800000,2160,1759,17.31159943,78.44670911,8.899037809,2.688162266,4.678464979,6.866911318,8.443368597
Plot/Land for Sale in Kondakal Shankarpally Road Hyderabad,Kondakal Shankarpally Road Hyderabad,8000000,2151,3719,17.46771604,78.26807041,7.301698362,3.221089356,3.202244207,7.421616655,7.307322565
"Plot/Land for Sale in Bolarum, Medchal Road Hyderabad",Bolarum,9300000,1197,7746,17.43553507,78.26796098,8.142680584,10.53410993,1.845710829,7.729637893,5.374238373
Plot/Land for Sale in Dammaiguda Hyderabad,Dammaiguda Hyderabad,14000000,3600,3889,17.39064085,78.40756878,9.149901609,8.334458379,1.441107127,6.829863412,6.711788172
Plot/Land for Sale in Ameerpet Hyderabad,Ameerpet Hyderabad,6500000,2403,2705,17.42042347,78.45232635,5.944305067,5.392548212,1.678074893,7.206351432,5.769066969
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,5300000,1800,2944,17.54914577,78.36669126,7.093870047,9.05976587,7.229298111,7.663760505,5.236400072
Plot/Land for Sale in Mettakanigudem Hyderabad,Mettakanigudem Hyderabad,17700000,2376,7449,17.39629056,78.3418168,6.199288034,3.969878386,1.324900623,3.127076843,6.396280025
Plot/Land for Sale in Rangapur Shadnagar Hyderabad,Rangapur Shadnagar Hyderabad,3600000,2640,1364,17.40783764,78.27951591,8.289308716,4.716514103,3.770084155,6.66973302,7.401413862
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,1500000,1098,1366,17.45352268,78.26149356,7.794177368,7.810474067,7.65189949,6.179257448,6.073015065
Plot/Land for Sale in SriSialam Highway Hyderabad,SriSialam Highway Hyderabad,7400000,5760,1278,17.51567489,78.52351277,5.403991714,9.928602257,3.771533329,6.95358681,3.932860943
"Plot/Land for Sale in Moinabad, Chevella Road Hyderabad",Moinabad,36000000,7200,5000,17.42567801,78.32919349,9.610026034,1.645612937,5.662898114,5.280261947,9.217477974
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,1600000,1350,1222,17.38084256,78.53099248,5.684024569,4.437194227,3.550031316,5.820442817,5.931349999
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2200000,1305,1686,17.53091164,78.50120056,9.834787302,2.840115958,3.332616376,5.911916163,8.954167062
Plot/Land for Sale in Farooqnagar Hyderabad,Farooqnagar Hyderabad,2500000,1800,1389,17.37735398,78.41754596,9.125617624,7.221010023,6.287447575,4.954435342,7.068367234
Plot/Land for Sale in Pocharam Patancheruvu Hyderabad,Pocharam Patancheruvu Hyderabad,9000000,1800,5000,17.52599086,78.43388346,6.509792847,6.054134329,4.269912043,5.931599801,5.887830932
"Plot/Land for Sale in TPS Colony, Secunderabad Hyderabad",TPS Colony,9100000,2400,3782,17.35121095,78.45920429,7.525372539,1.207187104,7.126493542,4.966227457,8.112827822
Plot/Land for Sale in Cherlapalli Hyderabad,Cherlapalli Hyderabad,6500000,1350,4778,17.49651785,78.26358477,5.765582842,9.623533399,5.07842847,4.159914868,4.251505239
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,5200000,1800,2889,17.45352268,78.26149356,5.740081667,11.2090432,3.382919621,7.928820123,3.707701268
Plot/Land for Sale in Meerkhanpet Hyderabad,Meerkhanpet Hyderabad,3600000,1800,2000,17.53855117,78.54529623,6.621864769,2.052977683,1.053913873,6.830036256,7.288792967
Plot/Land for Sale in Mokila Hyderabad,Mokila Hyderabad,15900000,2403,6627,17.30479863,78.53342223,5.346452831,2.316401518,1.178687631,7.605082636,6.435737859
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,5000000,1494,3333,17.52223333,78.29009233,9.68981985,6.51599578,5.749904892,6.953802994,7.641893317
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2400000,1350,1778,17.53091164,78.50120056,7.196062441,9.976465027,4.94017194,6.911114961,4.992149122
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,4500000,1350,3333,17.50812634,78.28010676,6.677470664,5.562845081,2.492194575,5.159414951,6.152200705
Plot/Land for Sale in Kandukur Hyderabad,Kandukur Hyderabad,4500000,1350,3333,17.32891235,78.37802051,6.004553827,5.270229978,5.324538369,7.854210655,5.84598897
Plot/Land for Sale in Pocharam Patancheruvu Hyderabad,Pocharam Patancheruvu Hyderabad,6600000,1422,4667,17.52599086,78.43388346,5.900197445,6.463793223,7.321962292,7.087367052,5.385520726
Plot/Land for Sale in Narepally Hyderabad,Narepally Hyderabad,13800000,2835,4868,17.51262903,78.46843761,5.412627432,9.72613038,2.527725324,5.759518345,4.005532999
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,5600000,1800,3111,17.3797261,78.31567195,9.104502661,10.99672578,3.107030753,5.764700158,5.797126337
Plot/Land for Sale in Pati Hyderabad,Pati Hyderabad,12500000,2700,4630,17.39360613,78.30834637,5.695002741,10.70010552,7.339127185,4.330632647,3.850299805
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,4000000,1800,2222,17.52464181,78.3769524,6.528590407,10.8387148,1.355114765,6.78312228,4.30424931
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,7000000,2200,3182,17.42168071,78.30064476,5.102307358,6.325525754,3.041275859,5.507320371,4.95287583
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,2500000,1854,1348,17.45352268,78.26149356,6.350129727,1.164710212,6.760794199,7.477593524,7.421841099
Plot/Land for Sale in Yadagirigutta Hyderabad,Yadagirigutta Hyderabad,4800000,2700,1778,17.34316218,78.35559438,8.934193102,6.317957824,3.410877689,5.252050048,7.25452992
Plot/Land for Sale in Athvelly Hyderabad,Athvelly Hyderabad,16800000,3303,5086,17.40507293,78.36456448,7.134101798,11.07813139,3.411966064,4.708221604,4.587750616
Plot/Land for Sale in Budhera Hyderabad,Budhera Hyderabad,2500000,1800,1389,17.34475629,78.37318917,7.326577708,11.99470563,5.654958806,6.136814325,4.397711415
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,3600000,1800,2000,17.3797261,78.31567195,7.380532121,3.117352212,1.410982717,3.786023612,7.389201869
Plot/Land for Sale in Old Alwal Hyderabad,Old Alwal Hyderabad,8000000,1080,7407,17.35361411,78.52930493,5.932453778,7.92409955,3.264412926,6.389010602,4.91810575
Plot/Land for Sale in Shamshabad Hyderabad,Shamshabad Hyderabad,14000000,10800,1296,17.44454401,78.38422306,7.040001674,5.324012223,2.733683127,6.988151458,6.449330264
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,5000000,2997,1667,17.42168071,78.30064476,6.710316815,5.040597255,7.085550848,7.052663531,6.345991004
Plot/Land for Sale in Jubilee Hills Hyderabad,Jubilee Hills Hyderabad,80000000,3600,22222,17.38220895,78.43600164,5.235213992,6.514165254,6.527789141,4.904670587,4.969739978
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,2600000,1215,2111,17.45352268,78.26149356,7.149648557,11.87821606,3.251420344,6.756855078,4.33038378
Plot/Land for Sale in Sangyam Hyderabad,Sangyam Hyderabad,2500000,1485,1684,17.38771283,78.50540892,8.747270367,4.142141391,7.131517721,6.75231419,7.867648423
Plot/Land for Sale in Ankushapur Hyderabad,Ankushapur Hyderabad,3300000,2700,1222,17.42047604,78.3082124,8.856507052,9.417902693,4.953836613,5.957450177,6.174603334
"Plot/Land for Sale in Raviryal, Outer Ring Road Hyderabad",Raviryal,6000000,1800,3333,17.41808523,78.26776651,5.655354509,9.975370875,7.457209575,7.110467539,4.068089081
Plot/Land for Sale in Budhera Hyderabad,Budhera Hyderabad,7500000,6552,1145,17.34475629,78.37318917,6.701820178,1.464277628,6.121520829,6.327018765,7.532999564
Plot/Land for Sale in Kandwada Village Road Hyderabad,Kandwada Village Road Hyderabad,4500000,2700,1667,17.44329066,78.40468185,5.641168163,5.783917135,4.282711865,3.525393207,5.45672852
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,2500000,2160,1157,17.3949636,78.27809564,8.506465306,1.646553005,2.120839208,3.61087433,8.555028182
Plot/Land for Sale in Medchal Hyderabad,Medchal Hyderabad,4400000,1800,2444,17.49543686,78.31225543,7.592851948,8.396854299,4.693955606,4.065956054,5.756759736
Plot/Land for Sale in Shankarpalli Hyderabad Road Hyderabad,Shankarpalli Hyderabad Road Hyderabad,4000000,1620,2444,17.44379902,78.52571409,8.888183825,3.812800986,5.9125321,6.910630031,8.061976633
Plot/Land for Sale in Shankarpalli Mominpet Road Hyderabad,Shankarpalli Mominpet Road Hyderabad,3600000,2250,1600,17.38136629,78.27242455,5.938425518,11.90896898,7.34505004,7.938763171,3.593398985
Plot/Land for Sale in Gurram Guda Hyderabad,Gurram Guda Hyderabad,6000000,1548,3876,17.42425283,78.50672799,9.271353317,10.03720187,2.801785482,3.648919221,6.217078032
Plot/Land for Sale in Kondapur Hyderabad,Kondapur Hyderabad,8100000,1953,4163,17.41274466,78.53513837,6.043571792,7.77537796,1.93791664,4.657189272,5.034350422
Plot/Land for Sale in Jillelagadda Hyderabad,Jillelagadda Hyderabad,19900000,2484,8000,17.51863243,78.41062742,7.856825138,3.806910134,7.592808903,5.493384729,7.445125038
Plot/Land for Sale in Pochampalle Hyderabad,Pochampalle Hyderabad,3000000,2700,1111,17.35389747,78.26266165,7.083880068,7.991394295,2.879880471,7.783798697,5.586529943
Plot/Land for Sale in Kapra Hyderabad,Kapra Hyderabad,14000000,2142,6536,17.44292334,78.44613776,7.814018035,3.456234262,6.040283624,7.996111217,7.536332733
"Plot/Land for Sale in Isnapur, Outer Ring Road Hyderabad",Isnapur,8000000,1800,4444,17.30253791,78.32031444,8.63536626,10.61081484,7.145424391,5.405540035,5.644281475
Plot/Land for Sale in Railapur Hyderabad,Railapur Hyderabad,6000000,1800,3333,17.38336006,78.33107342,9.906044859,3.924836629,1.286177084,6.323119608,8.635348039
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,3400000,1800,1889,17.54914577,78.36669126,9.394639301,4.572178671,3.422101085,5.447314529,8.112724024
"Plot/Land for Sale in Gundlapochampally, Outer Ring Road Hyderabad",Gundlapochampally,12000000,1800,6667,17.54248554,78.435785,5.23288909,11.21795749,3.159681809,6.151693082,3.400414292
"Plot/Land for Sale in Dundigal, Outer Ring Road Hyderabad",Dundigal,12000000,3600,3333,17.51972494,78.3287755,7.239036058,3.496403309,3.646135847,4.446517748,7.177953865
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,3600000,1350,2667,17.44631021,78.51092945,9.188896576,3.20816834,1.220327126,5.349004102,8.443948499
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,3800000,1800,2111,17.3797261,78.31567195,8.10400676,1.597363206,7.941461893,4.898739573,8.329949654
Plot/Land for Sale in Bhuvanagiri Hyderabad,Bhuvanagiri Hyderabad,3200000,1800,1778,17.49815358,78.40168053,7.42818827,11.39845862,3.186593797,5.266402911,4.657426755
"Plot/Land for Sale in Kollur, Outer Ring Road Hyderabad",Kollur,20000000,2403,8333,17.54038651,78.46016915,7.541288975,7.946592162,3.478742092,3.989365727,5.875909331
Plot/Land for Sale in Pulumamidi Hyderabad,Pulumamidi Hyderabad,2400000,2178,1111,17.52917832,78.37608647,8.349549308,8.18438381,6.237102999,4.574843964,6.281601648
Plot/Land for Sale in Shamirpet Hyderabad,Shamirpet Hyderabad,8300000,2142,3875,17.46774764,78.37332148,5.449348485,5.226092158,6.339093807,4.192690131,5.527578371
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,3700000,1494,2444,17.45352268,78.26149356,5.967463703,11.23300366,2.065834849,7.188619521,3.836143669
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,4900000,1998,2444,17.48637905,78.42608884,7.360225476,3.040823243,3.907752868,3.210510183,7.402527538
"Plot/Land for Sale in Kollur, Outer Ring Road Hyderabad",Kollur,6200000,1350,4556,17.54038651,78.46016915,9.904549582,9.381806747,2.146487371,6.122647755,6.815460833
"Plot/Land for Sale in Kollur, Outer Ring Road Hyderabad",Kollur,13300000,2403,5535,17.54038651,78.46016915,8.196839374,8.243066146,6.067936167,3.70740349,6.170414909
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,5100000,1980,2556,17.48637905,78.42608884,7.42522768,3.678525691,3.985709585,4.977425432,7.228961378
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,2400000,1647,1444,17.50675563,78.52077202,5.786511983,8.979251699,1.296195736,4.127936709,4.47882329
Plot/Land for Sale in Choutapally Hyderabad,Choutapally Hyderabad,3000000,1503,1963,17.35098277,78.30426034,6.895058886,2.446500137,5.138654479,4.686672798,7.321535286
Plot/Land for Sale in Athvelly Hyderabad,Athvelly Hyderabad,11200000,2403,4661,17.40507293,78.36456448,6.096517365,3.998919359,5.64281785,7.177540153,6.3249373
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,4700000,2403,1956,17.3949636,78.27809564,6.540764965,7.923885446,1.909458397,5.354867118,5.28316383
Plot/Land for Sale in Lalgadi Malakpet Hyderabad,Lalgadi Malakpet Hyderabad,18000000,10500,1714,17.53325027,78.46114088,5.188403468,8.883437963,5.508261796,4.126745868,4.151896093
Plot/Land for Sale in Talakondapalle Hyderabad,Talakondapalle Hyderabad,1800000,1485,1212,17.42471938,78.28970378,8.561060406,11.68217071,6.455970403,6.716326947,5.242579339
Plot/Land for Sale in nandhi Kandi Hyderabad,nandhi Kandi Hyderabad,3100000,1485,2088,17.43999566,78.32645659,9.235678196,7.08885282,2.201304521,4.932198277,7.178455978
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,4800000,1674,2889,17.50812634,78.28010676,8.136954402,4.687283599,6.61129286,7.799046194,7.319744775
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,4500000,1629,2778,17.44631021,78.51092945,9.80304571,6.224806695,2.248404361,3.93252709,7.806891861
Plot/Land for Sale in Shamirpet Hyderabad,Shamirpet Hyderabad,7500000,4779,1569,17.46774764,78.37332148,9.888277501,2.101433429,3.470257912,6.168391781,9.232488691
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,2900000,1323,2167,17.50675563,78.52077202,6.009324068,9.461972895,2.88270977,3.34787976,4.451603476
