title,location,price,area_sqft,price_per_sqft,latitude,longitude,price_density,infrastructure,metro_distance,crime_rate,pollution,growth_index
"Residential Land / Plot in Gundlapochampally, Outer Ring Road, Hyderabad",Gundlapochampally,13900000,2637,5271,17.518835682700132,78.3472125817506,5271.141448615851,1.6867652635570725,10.313234736442928,8.313234736442928,4.9702039323925336,0.6867652635570725
"Residential Land / Plot in Timmapur, Hyderabad",Timmapur,30000000,7200,4167,17.52736559953144,78.36893311692309,4166.666666666667,1.3333333333333333,10.666666666666666,8.666666666666666,4.279236450810612,0.3333333333333336
"Residential Land / Plot in Tukkuguda, Srisailam Highway, Hyderabad",Tukkuguda,6600000,1629,4052,17.363272082014912,78.54023766345455,4051.5653775322285,1.296500920810313,10.703499079189687,8.703499079189687,7.188500012513263,0.2965009208103132
"Residential Land / Plot in Tukkuguda, Srisailam Highway, Hyderabad",Tukkuguda,8800000,3159,2770,17.363272082014912,78.54023766345455,2785.6916745805634,0.8914213358657802,11.10857866413422,9.10857866413422,4.11303280745825,-0.10857866413421952
"Residential Land / Plot in Maheswaram Lines, Chandrayangutta, Srisailam Highway, Hyderabad",Maheswaram Lines,1600000,1008,1587,17.387388781324834,78.4623163666702,1587.3015873015872,0.5079365079365079,11.492063492063492,9.492063492063492,3.983295877407352,-0.4920634920634921
"Residential Land / Plot in Lakudaram, Hyderabad",Lakudaram,3000000,1647,1821,17.543880048149084,78.27939237219562,1821.4936247723133,0.5828779599271403,11.41712204007286,9.41712204007286,4.383293673428149,-0.4171220400728597
"Residential Land / Plot in Shadnagar Bypass Road, Hyderabad",Shadnagar Bypass Road,3800000,1350,2778,17.49119553086175,78.5395744299314,2814.814814814815,0.9007407407407407,11.09925925925926,9.09925925925926,4.015372786110117,-0.09925925925925932
"Residential Land / Plot in Srisailam Highway, Hyderabad",Srisailam Highway,4000000,1800,2222,17.546099066343047,78.53020615945549,2222.222222222222,0.7111111111111111,11.28888888888889,9.28888888888889,6.950726335405784,-0.28888888888888925
"Residential Land / Plot in Zahirabad, Hyderabad",Zahirabad,2200000,1575,1381,17.31668058052132,78.38426899801102,1396.8253968253969,0.44698412698412704,11.553015873015873,9.553015873015873,3.955938650099208,-0.5530158730158731
"Residential Land / Plot in Appa Junction Area, Hyderabad",Appa Junction Area,61200000,5004,12222,17.37082153145013,78.40110013316381,12230.21582733813,3.9136690647482015,8.086330935251798,6.086330935251798,6.744427339380768,2.913669064748202
"Residential Land / Plot in Alair, Hyderabad",Alair,2000000,1485,1333,17.315380801688075,78.37270730252179,1346.8013468013469,0.430976430976431,11.56902356902357,9.56902356902357,7.29560804236621,-0.5690235690235691
"Residential Land / Plot in Dulapally, Hyderabad",Dulapally,35700000,2925,12222,17.360406293887934,78.44722013438975,12205.128205128205,3.9056410256410254,8.094358974358975,6.094358974358975,7.561394401775635,2.905641025641025
"Residential Land / Plot in Farooqnagar, Hyderabad",Farooqnagar,5000000,1737,2879,17.425400971427525,78.53398788676635,2878.526194588371,0.9211283822682786,11.078871617731721,9.078871617731721,6.479762605947849,-0.0788716177317213
"Residential Land / Plot in Shadnagar, Hyderabad",Shadnagar,2800000,1503,1889,17.538048763448206,78.28127146951361,1862.9407850964737,0.5961410512308716,11.403858948769129,9.403858948769129,7.111011418820611,-0.40385894876912853
"Residential Land / Plot in Shankarpalle, Hyderabad",Shankarpalle,17100000,4050,4227,17.4750019697892,78.4203463525965,4222.222222222223,1.3511111111111114,10.648888888888889,8.648888888888889,3.0631746434062475,0.35111111111111115
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,3200000,1800,1778,17.395082982857016,78.43460719127668,1777.7777777777778,0.5688888888888889,11.431111111111111,9.431111111111111,7.083169542384528,-0.43111111111111106
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,4500000,1980,2297,17.547383301169116,78.34965857474107,2272.7272727272725,0.7272727272727273,11.272727272727273,9.272727272727273,5.344326232400582,-0.27272727272727304
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,4200000,1503,2778,17.322182814523675,78.43058293081553,2794.4111776447107,0.8942115768463075,11.105788423153692,9.105788423153692,3.446978660487065,-0.1057884231536923
Plot/Land for Sale in Yacharam Hyderabad,Yacharam Hyderabad,6100000,3240,1889,17.476851893519548,78.34982658461118,1882.716049382716,0.6024691358024691,11.397530864197531,9.397530864197531,5.69063601978424,-0.397530864197531
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,3000000,1485,2020,17.395082982857016,78.43460719127668,2020.20202020202,0.6464646464646464,11.353535353535353,9.353535353535353,4.6544012445436085,-0.35353535353535326
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,3700000,1800,2055,17.547383301169116,78.34965857474107,2055.5555555555557,0.6577777777777778,11.342222222222222,9.342222222222222,7.991651270265817,-0.3422222222222223
Plot/Land for Sale in Chalapathi paradise Hyderabad,Chalapathi paradise Hyderabad,3600000,1800,2000,17.369660582194747,78.40737799359249,2000.0,0.64,11.36,9.36,5.603380913313229,-0.3599999999999997
Plot/Land for Sale in Ravindra Nagar Habsiguda Hyderabad,Ravindra Nagar Habsiguda Hyderabad,55000000,5580,9857,17.391456281386148,78.33836968509932,9856.63082437276,3.1541218637992827,8.845878136200717,6.845878136200717,4.299998905795304,2.1541218637992827
Plot/Land for Sale in Majidpur Road Hyderabad,Majidpur Road Hyderabad,3000000,1800,1667,17.419667938140602,78.45491288090278,1666.6666666666667,0.5333333333333333,11.466666666666667,9.466666666666667,3.346989019751918,-0.46666666666666673
Plot/Land for Sale in Mumbai Highway Hyderabad,Mumbai Highway Hyderabad,3700000,1800,2056,17.322574236782263,78.38891808779321,2055.5555555555557,0.6577777777777778,11.342222222222222,9.342222222222222,7.227471247658359,-0.3422222222222223
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,6000000,1800,3333,17.372673504075994,78.27413062946087,3333.3333333333335,1.0666666666666667,10.933333333333334,8.933333333333334,7.323739354527044,0.06666666666666654
Plot/Land for Sale in Himayatnagar Moinabad Hyderabad,Himayatnagar Moinabad Hyderabad,22400000,7200,3111,17.521272442745158,78.38488250165953,3111.1111111111113,0.9955555555555556,11.004444444444445,9.004444444444445,6.816047199986925,-0.004444444444444751
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,2500000,1314,1903,17.547383301169116,78.34965857474107,1902.5875190258753,0.6088280060882801,11.391171993911719,9.391171993911719,5.254101951994932,-0.3911719939117195
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,2600000,1800,1444,17.547383301169116,78.34965857474107,1444.4444444444443,0.4622222222222222,11.537777777777778,9.537777777777778,7.247966798057517,-0.5377777777777781
"Plot/Land for Sale in Isnapur, Outer Ring Road Hyderabad",Isnapur,12500000,2403,5202,17.386957376320865,78.54907503823542,5201.831044527674,1.6645859342488556,10.335414065751145,8.335414065751145,3.05392852520485,0.6645859342488553
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,2400000,1467,1667,17.322182814523675,78.43058293081553,1635.9918200408997,0.5235173824130879,11.476482617586912,9.476482617586912,3.3909245732862487,-0.4764826175869121
Plot/Land for Sale in Shamshabad Hyderabad,Shamshabad Hyderabad,21000000,2313,9079,17.37267385858585,78.4442039523119,9079.11802853437,2.905317769130998,9.094682230869001,7.094682230869002,6.818532697242464,1.9053177691309986
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,3200000,1485,2155,17.506702786533225,78.29473805625325,2154.8821548821547,0.6895622895622895,11.31043771043771,9.31043771043771,4.660312754121748,-0.3104377104377106
Plot/Land for Sale in Shamirpet Hyderabad,Shamirpet Hyderabad,8000000,1800,4444,17.537507682238665,78.5449031395724,4444.444444444444,1.4222222222222223,10.577777777777778,8.577777777777778,6.836077528543714,0.4222222222222224
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,6000000,2250,2667,17.506702786533225,78.29473805625325,2666.6666666666665,0.8533333333333333,11.146666666666667,9.146666666666667,7.646376175266866,-0.1466666666666666
Plot/Land for Sale in Kandukur Hyderabad,Kandukur Hyderabad,14000000,4500,3111,17.51874796562315,78.38433084116048,3111.1111111111113,0.9955555555555556,11.004444444444445,9.004444444444445,6.427331503342556,-0.004444444444444751
Plot/Land for Sale in Shadnagar Hyderabad,Shadnagar Hyderabad,2000000,1197,1671,17.547383301169116,78.34965857474107,1670.843776106934,0.5346700083542189,11.465329991645781,9.465329991645781,3.8752685624140435,-0.46532999164578115
Plot/Land for Sale in Keshampet Hyderabad,Keshampet Hyderabad,1900000,1323,1436,17.31687877005829,78.45619172169606,1436.1300075585789,0.4595616024187452,11.540438397581255,9.540438397581255,5.48628750372758,-0.5404383975812549
Plot/Land for Sale in Korremula Hyderabad,Korremula Hyderabad,10700000,2403,4453,17.473234156425818,78.40904150916842,4452.767374115689,1.4248855597170205,10.575114440282979,8.575114440282979,4.01364770030175,0.4248855597170207
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,3400000,1800,1889,17.395082982857016,78.43460719127668,1888.888888888889,0.6044444444444445,11.395555555555555,9.395555555555555,4.057910797836671,-0.3955555555555554
Plot/Land for Sale in Chennaram Hyderabad,Chennaram Hyderabad,2000000,1638,1248,17.45935551031806,78.355078981657,1221.001221001221,0.3907203907203907,11.609279609279609,9.609279609279609,4.3025971218749355,-0.6092796092796091
Plot/Land for Sale in Lakdaram Hyderabad,Lakdaram Hyderabad,11200000,3600,3111,17.403864330638253,78.36333078359172,3111.1111111111113,0.9955555555555556,11.004444444444445,9.004444444444445,3.5762990078173336,-0.004444444444444751
"Plot/Land for Sale in TPS Colony, Secunderabad Hyderabad",TPS Colony,8500000,2404,3536,17.316148955037267,78.50733661659582,3535.773710482529,1.1314475873544092,10.868552412645592,8.868552412645592,3.5791186393538963,0.13144758735440876
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,3200000,1467,2167,17.506702786533225,78.29473805625325,2181.3224267212,0.6980231765507839,11.301976823449216,9.301976823449216,3.941304710590596,-0.3019768234492161
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,3600000,1647,2186,17.506702786533225,78.29473805625325,2185.792349726776,0.6994535519125683,11.300546448087431,9.300546448087431,6.415900957970756,-0.3005464480874313
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,2500000,1908,1310,17.51303010823861,78.28395860837179,1310.272536687631,0.4192872117400419,11.580712788259959,9.580712788259959,3.1979713261968814,-0.5807127882599584
Plot/Land for Sale in Mirzapur Zaheerabad Hyderabad,Mirzapur Zaheerabad Hyderabad,2400000,1503,1611,17.337354280649432,78.37316035750716,1596.8063872255489,0.5109780439121756,11.489021956087825,9.489021956087825,5.167917296130263,-0.4890219560878247
Plot/Land for Sale in Kandi Hyderabad,Kandi Hyderabad,4000000,1503,2667,17.392564237021002,78.41558179605805,2661.343978709248,0.8516300731869593,11.148369926813041,9.148369926813041,3.937789137436915,-0.14836992681304095
Plot/Land for Sale in Bhanur Hyderabad,Bhanur Hyderabad,11000000,3429,3208,17.33999446094519,78.34937084357547,3207.9323417906094,1.026538349372995,10.973461650627005,8.973461650627005,5.385179998150503,0.02653834937299493
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,5400000,1350,4000,17.322182814523675,78.43058293081553,4000.0,1.28,10.72,8.72,5.513707356255441,0.2799999999999997
"Plot/Land for Sale in Annaram, Nagole Hyderabad",Annaram,3000000,1800,1667,17.46822857256169,78.43477695416122,1666.6666666666667,0.5333333333333333,11.466666666666667,9.466666666666667,5.661439947017671,-0.46666666666666673
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,23300000,3492,6667,17.484287871020854,78.3222732025386,6672.394043528064,2.1351660939289805,9.86483390607102,7.86483390607102,3.8106078252617155,1.1351660939289803
"Plot/Land for Sale in Aushapur, NH 2 2 Hyderabad",Aushapur,3100000,2160,1444,17.417821795738707,78.34561556538532,1435.1851851851852,0.45925925925925926,11.540740740740741,9.540740740740741,7.035815580680778,-0.540740740740741
"Plot/Land for Sale in Tukkuguda, Srisailam Highway Hyderabad",Tukkuguda,16900000,3915,4317,17.363272082014912,78.54023766345455,4316.730523627075,1.3813537675606642,10.618646232439335,8.618646232439335,7.944782198006815,0.3813537675606644
Plot/Land for Sale in Nandigama Kothur Hyderabad,Nandigama Kothur Hyderabad,8000000,3204,2497,17.3950319930118,78.49164012700349,2496.8789013732835,0.7990012484394506,11.20099875156055,9.20099875156055,3.913954364438749,-0.20099875156054925
Plot/Land for Sale in Maheshwaram Hyderabad,Maheshwaram Hyderabad,4800000,2403,2000,17.484287871020854,78.3222732025386,1997.5031210986267,0.6392009987515606,11.36079900124844,9.36079900124844,6.32181433285627,-0.36079900124843955
Plot/Land for Sale in Sangareddy Hyderabad,Sangareddy Hyderabad,6600000,2583,2555,17.506702786533225,78.29473805625325,2555.1684088269453,0.8176538908246225,11.182346109175377,9.182346109175377,6.831570487154807,-0.1823461091753773
Plot/Land for Sale in Alwal Hyderabad,Alwal Hyderabad,28000000,3150,8889,17.401857050225235,78.34788061448972,8888.888888888889,2.8444444444444446,9.155555555555555,7.155555555555555,7.966126130326079,1.8444444444444448
Plot/Land for Sale in Gajularamaram Hyderabad,Gajularamaram Hyderabad,14800000,1800,8222,17.480653449103997,78.52622441612863,8222.222222222223,2.631111111111111,9.36888888888889,7.368888888888889,6.917890301088005,1.6311111111111107
Plot/Land for Sale in Ibrahimpatnam Hyderabad,Ibrahimpatnam Hyderabad,4000000,1800,2222,17.307469564330937,78.3601391487183,2222.222222222222,0.7111111111111111,11.28888888888889,9.28888888888889,7.63341099954064,-0.28888888888888925
Plot/Land for Sale in Shankarpally Road Hyderabad,Shankarpally Road Hyderabad,5300000,1980,2677,17.42742958072834,78.53801363347318,2676.7676767676767,0.8565656565656565,11.143434343434343,9.143434343434343,5.711722660177729,-0.14343434343434336
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,5000000,2250,2222,17.51303010823861,78.28395860837179,2222.222222222222,0.7111111111111111,11.28888888888889,9.28888888888889,4.797647463463713,-0.28888888888888925
Plot/Land for Sale in Choutuppal Hyderabad,Choutuppal Hyderabad,3800000,2160,1759,17.540531511936187,78.45361491932503,1759.2592592592594,0.562962962962963,11.437037037037037,9.437037037037037,7.984267636752015,-0.43703703703703684
Plot/Land for Sale in Kondakal Shankarpally Road Hyderabad,Kondakal Shankarpally Road Hyderabad,8000000,2151,3719,17.41513609260406,78.35747555663197,3719.200371920037,1.1901441190144117,10.809855880985587,8.809855880985587,4.53049433637165,0.1901441190144122
"Plot/Land for Sale in Bolarum, Medchal Road Hyderabad",Bolarum,9300000,1197,7746,17.512614465574316,78.44226429692887,7769.423558897243,2.486215538847118,9.513784461152882,7.513784461152882,5.159475861963754,1.4862155388471179
Plot/Land for Sale in Dammaiguda Hyderabad,Dammaiguda Hyderabad,14000000,3600,3889,17.352881913408307,78.35379475401739,3888.8888888888887,1.2444444444444445,10.755555555555556,8.755555555555556,3.532109905993469,0.24444444444444402
Plot/Land for Sale in Ameerpet Hyderabad,Ameerpet Hyderabad,6500000,2403,2705,17.422837671377476,78.45619130354076,2704.9521431543903,0.865584685809405,11.134415314190594,9.134415314190594,7.40401781750971,-0.1344153141905946
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,5300000,1800,2944,17.314586300003022,78.334537020339,2944.4444444444443,0.9422222222222222,11.057777777777778,9.057777777777778,6.008283900158596,-0.05777777777777787
Plot/Land for Sale in Mettakanigudem Hyderabad,Mettakanigudem Hyderabad,17700000,2376,7449,17.477202599674428,78.50996658656757,7449.49494949495,2.383838383838384,9.616161616161616,7.616161616161616,6.023939884018709,1.383838383838384
Plot/Land for Sale in Rangapur Shadnagar Hyderabad,Rangapur Shadnagar Hyderabad,3600000,2640,1364,17.305383215062843,78.49008232591895,1363.6363636363637,0.4363636363636364,11.563636363636364,9.563636363636364,5.381235538934504,-0.5636363636363639
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,1500000,1098,1366,17.53119721049235,78.32854105365514,1366.120218579235,0.4371584699453552,11.562841530054644,9.562841530054644,5.517159533606408,-0.5628415300546445
Plot/Land for Sale in SriSialam Highway Hyderabad,SriSialam Highway Hyderabad,7400000,5760,1278,17.393463350321937,78.48124007967587,1284.7222222222222,0.4111111111111111,11.588888888888889,9.588888888888889,5.38861541514647,-0.5888888888888888
"Plot/Land for Sale in Moinabad, Chevella Road Hyderabad",Moinabad,36000000,7200,5000,17.420297314941234,78.45927625331265,5000.0,1.6,10.4,8.4,3.5458352407193487,0.5999999999999999
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,1600000,1350,1222,17.51303010823861,78.28395860837179,1185.1851851851852,0.37925925925925924,11.620740740740741,9.620740740740741,6.382538161545924,-0.620740740740741
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2200000,1305,1686,17.395082982857016,78.43460719127668,1685.823754789272,0.539463601532567,11.460536398467433,9.460536398467433,7.082553990967023,-0.46053639846743283
Plot/Land for Sale in Farooqnagar Hyderabad,Farooqnagar Hyderabad,2500000,1800,1389,17.54751122466025,78.314069096962,1388.888888888889,0.4444444444444445,11.555555555555555,9.555555555555555,5.007992045508856,-0.5555555555555555
Plot/Land for Sale in Pocharam Patancheruvu Hyderabad,Pocharam Patancheruvu Hyderabad,9000000,1800,5000,17.310415179657962,78.39643565704252,5000.0,1.6,10.4,8.4,6.408939617913108,0.5999999999999999
"Plot/Land for Sale in TPS Colony, Secunderabad Hyderabad",TPS Colony,9100000,2400,3782,17.316148955037267,78.50733661659582,3791.6666666666665,1.2133333333333334,10.786666666666667,8.786666666666667,4.697676837043085,0.21333333333333315
Plot/Land for Sale in Cherlapalli Hyderabad,Cherlapalli Hyderabad,6500000,1350,4778,17.328380841363085,78.40098535913118,4814.814814814815,1.5407407407407407,10.459259259259259,8.459259259259259,7.12196594980401,0.540740740740741
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,5200000,1800,2889,17.53119721049235,78.32854105365514,2888.8888888888887,0.9244444444444444,11.075555555555555,9.075555555555555,3.3976235453687424,-0.07555555555555526
Plot/Land for Sale in Meerkhanpet Hyderabad,Meerkhanpet Hyderabad,3600000,1800,2000,17.51595448200541,78.53727550539418,2000.0,0.64,11.36,9.36,6.530405748892234,-0.3599999999999997
Plot/Land for Sale in Mokila Hyderabad,Mokila Hyderabad,15900000,2403,6627,17.513126759403512,78.30085371386765,6616.729088639201,2.117353308364544,9.882646691635456,7.882646691635456,6.061940757037712,1.1173533083645442
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,5000000,1494,3333,17.407953686209137,78.31635736786521,3346.720214190094,1.07095046854083,10.929049531459171,8.929049531459171,6.940254509928193,0.07095046854082954
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2400000,1350,1778,17.395082982857016,78.43460719127668,1777.7777777777778,0.5688888888888889,11.431111111111111,9.431111111111111,4.70307768368829,-0.43111111111111106
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,4500000,1350,3333,17.322182814523675,78.43058293081553,3333.3333333333335,1.0666666666666667,10.933333333333334,8.933333333333334,6.8817413477163125,0.06666666666666654
Plot/Land for Sale in Kandukur Hyderabad,Kandukur Hyderabad,4500000,1350,3333,17.51874796562315,78.38433084116048,3333.3333333333335,1.0666666666666667,10.933333333333334,8.933333333333334,6.157463488146629,0.06666666666666654
Plot/Land for Sale in Pocharam Patancheruvu Hyderabad,Pocharam Patancheruvu Hyderabad,6600000,1422,4667,17.310415179657962,78.39643565704252,4641.350210970464,1.4852320675105486,10.514767932489452,8.514767932489452,4.427385218242202,0.48523206751054837
Plot/Land for Sale in Narepally Hyderabad,Narepally Hyderabad,13800000,2835,4868,17.50177986449946,78.29091169135074,4867.724867724868,1.5576719576719578,10.442328042328043,8.442328042328043,7.628623969310011,0.5576719576719573
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,5600000,1800,3111,17.354532220043072,78.44088958138222,3111.1111111111113,0.9955555555555556,11.004444444444445,9.004444444444445,3.779028312520833,-0.004444444444444751
Plot/Land for Sale in Pati Hyderabad,Pati Hyderabad,12500000,2700,4630,17.49845473603303,78.47284129190729,4629.62962962963,1.4814814814814814,10.518518518518519,8.518518518518519,4.443551509897899,0.4814814814814812
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,4000000,1800,2222,17.401352599095258,78.30245109750113,2222.222222222222,0.7111111111111111,11.28888888888889,9.28888888888889,6.299606369966514,-0.28888888888888925
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,7000000,2200,3182,17.454475512452422,78.54817478301,3181.818181818182,1.0181818181818183,10.981818181818182,8.981818181818182,6.6389771849539665,0.018181818181817966
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,2500000,1854,1348,17.53119721049235,78.32854105365514,1348.4358144552318,0.4314994606256742,11.568500539374325,9.568500539374325,6.167208999365723,-0.5685005393743254
Plot/Land for Sale in Yadagirigutta Hyderabad,Yadagirigutta Hyderabad,4800000,2700,1778,17.33696372561243,78.30897817910218,1777.7777777777778,0.5688888888888889,11.431111111111111,9.431111111111111,4.516638914393079,-0.43111111111111106
Plot/Land for Sale in Athvelly Hyderabad,Athvelly Hyderabad,16800000,3303,5086,17.423527730702776,78.43542213333852,5086.285195277021,1.6276112624886465,10.372388737511354,8.372388737511354,7.29363129087055,0.6276112624886462
Plot/Land for Sale in Budhera Hyderabad,Budhera Hyderabad,2500000,1800,1389,17.408816371340148,78.54664570030722,1388.888888888889,0.4444444444444445,11.555555555555555,9.555555555555555,6.064795422539088,-0.5555555555555555
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,3600000,1800,2000,17.354532220043072,78.44088958138222,2000.0,0.64,11.36,9.36,3.2460385342468037,-0.3599999999999997
Plot/Land for Sale in Old Alwal Hyderabad,Old Alwal Hyderabad,8000000,1080,7407,17.323341344375393,78.54214021622239,7407.407407407408,2.3703703703703702,9.62962962962963,7.62962962962963,4.4533843319726545,1.3703703703703702
Plot/Land for Sale in Shamshabad Hyderabad,Shamshabad Hyderabad,14000000,10800,1296,17.37267385858585,78.4442039523119,1296.2962962962963,0.4148148148148148,11.585185185185185,9.585185185185185,4.464321626650284,-0.5851851851851854
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,5000000,2997,1667,17.454475512452422,78.54817478301,1668.335001668335,0.5338672005338673,11.466132799466132,9.466132799466132,4.491197771820657,-0.46613279946613256
Plot/Land for Sale in Jubilee Hills Hyderabad,Jubilee Hills Hyderabad,80000000,3600,22222,17.366150999463592,78.27233871043711,22222.222222222223,7.111111111111112,4.888888888888888,2.8888888888888884,3.7018255131533246,6.111111111111112
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,2600000,1215,2111,17.53119721049235,78.32854105365514,2139.917695473251,0.6847736625514402,11.31522633744856,9.31522633744856,7.333567032309643,-0.3152263374485602
Plot/Land for Sale in Sangyam Hyderabad,Sangyam Hyderabad,2500000,1485,1684,17.5020354784476,78.29312825747799,1683.5016835016836,0.5387205387205387,11.461279461279462,9.461279461279462,5.824295367994952,-0.4612794612794616
Plot/Land for Sale in Ankushapur Hyderabad,Ankushapur Hyderabad,3300000,2700,1222,17.34439953538778,78.44436692751903,1222.2222222222222,0.3911111111111111,11.608888888888888,9.608888888888888,7.745313331923974,-0.6088888888888886
"Plot/Land for Sale in Raviryal, Outer Ring Road Hyderabad",Raviryal,6000000,1800,3333,17.4565145767294,78.28423545048352,3333.3333333333335,1.0666666666666667,10.933333333333334,8.933333333333334,7.979378047808183,0.06666666666666654
Plot/Land for Sale in Budhera Hyderabad,Budhera Hyderabad,7500000,6552,1145,17.408816371340148,78.54664570030722,1144.6886446886447,0.36630036630036633,11.633699633699633,9.633699633699633,5.224744625921031,-0.6336996336996334
Plot/Land for Sale in Kandwada Village Road Hyderabad,Kandwada Village Road Hyderabad,4500000,2700,1667,17.47369292521739,78.30184733815224,1666.6666666666667,0.5333333333333333,11.466666666666667,9.466666666666667,5.309038758679938,-0.46666666666666673
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,2500000,2160,1157,17.372673504075994,78.27413062946087,1157.4074074074074,0.37037037037037035,11.62962962962963,9.62962962962963,5.015967591286341,-0.6296296296296298
Plot/Land for Sale in Medchal Hyderabad,Medchal Hyderabad,4400000,1800,2444,17.50753827987519,78.51080569827565,2444.4444444444443,0.7822222222222222,11.217777777777778,9.217777777777778,7.820289054824094,-0.21777777777777796
Plot/Land for Sale in Shankarpalli Hyderabad Road Hyderabad,Shankarpalli Hyderabad Road Hyderabad,4000000,1620,2444,17.45929619889726,78.48918200698118,2469.135802469136,0.7901234567901234,11.209876543209877,9.209876543209877,7.185126879230194,-0.2098765432098766
