title,location,price,area_sqft,price_per_sqft,latitude,longitude,infrastructure,metro_distance,crime_rate,pollution,growth_index
Plot/Land for Sale in Ameerpet Hyderabad,Ameerpet Hyderabad,6500000,2403,2705,17.420423469963115,78.45232635173797,5.944305067026171,5.392548212294078,1.6780748926347906,7.206351432247769,5.769066969451011
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,5300000,1800,2944,17.549145768699674,78.36669126095158,7.093870047270816,9.059765869832837,7.22929811107166,7.663760505062587,5.236400071751544
Plot/Land for Sale in Mettakanigudem Hyderabad,Mettakanigudem Hyderabad,17700000,2376,7449,17.39629056433643,78.34181679878634,6.199288033577859,3.9698783859598294,1.3249006230898879,3.1270768425842324,6.396280024826773
Plot/Land for Sale in Rangapur Shadnagar Hyderabad,Rangapur Shadnagar Hyderabad,3600000,2640,1364,17.407837642827772,78.27951590887726,8.289308716185129,4.716514102944974,3.7700841547722934,6.66973301985178,7.401413862062753
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,1500000,1098,1366,17.453522684631995,78.26149355973556,7.794177368196368,7.810474066878102,7.651899490435861,6.179257447508151,6.073015065291787
Plot/Land for Sale in SriSialam Highway Hyderabad,SriSialam Highway Hyderabad,7400000,5760,1278,17.5156748859859,78.52351277346811,5.403991713936559,9.92860225696188,3.7715333292070574,6.953586810039359,3.9328609427079755
"Plot/Land for Sale in Moinabad, Chevella Road Hyderabad",Moinabad,36000000,7200,5000,17.425678005357327,78.32919349400605,9.610026033716963,1.6456129374411472,5.662898114183567,5.280261946767954,9.217477974416461
Plot/Land for Sale in Kadthal Hyderabad,Kadthal Hyderabad,1600000,1350,1222,17.380842561804496,78.5309924821128,5.68402456905475,4.437194226644877,3.550031315835617,5.8204428174470575,5.9313499992178915
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2200000,1305,1686,17.530911643727087,78.50120055604079,9.834787302384708,2.8401159579839486,3.332616375583249,5.9119161626997725,8.954167062102842
Plot/Land for Sale in Farooqnagar Hyderabad,Farooqnagar Hyderabad,2500000,1800,1389,17.377353977827834,78.41754596012474,9.125617624421501,7.221010023129528,6.287447574788611,4.954435341946039,7.068367233609725
Plot/Land for Sale in Pocharam Patancheruvu Hyderabad,Pocharam Patancheruvu Hyderabad,9000000,1800,5000,17.525990864492393,78.43388345915322,6.5097928467730934,6.054134328682522,4.269912042684362,5.931599800800795,5.887830931836349
"Plot/Land for Sale in TPS Colony, Secunderabad Hyderabad",TPS Colony,9100000,2400,3782,17.35121095381582,78.45920428902139,7.525372538834105,1.2071871035177484,7.126493542097431,4.966227456811951,8.11282782212788
Plot/Land for Sale in Cherlapalli Hyderabad,Cherlapalli Hyderabad,6500000,1350,4778,17.496517854412385,78.26358477146671,5.76558284190808,9.623533399407062,5.07842846965086,4.15991486761878,4.251505238675827
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,5200000,1800,2889,17.453522684631995,78.26149355973556,5.740081666688381,11.209043196201554,3.382919621069071,7.928820123281966,3.7077012679458434
Plot/Land for Sale in Meerkhanpet Hyderabad,Meerkhanpet Hyderabad,3600000,1800,2000,17.5385511675001,78.54529623154855,6.621864769088591,2.052977683394997,1.0539138728500883,6.83003625632506,7.288792966988155
Plot/Land for Sale in Mokila Hyderabad,Mokila Hyderabad,15900000,2403,6627,17.304798632448986,78.53342222916609,5.346452830784891,2.3164015184450424,1.178687631346601,7.60508263564637,6.4357378589892535
Plot/Land for Sale in Kongara Kalan Hyderabad,Kongara Kalan Hyderabad,5000000,1494,3333,17.522233326276698,78.29009233412502,9.689819849706964,6.515995779778809,5.749904892100277,6.953802993553522,7.641893316564575
Plot/Land for Sale in Sadashivpet Hyderabad,Sadashivpet Hyderabad,2400000,1350,1778,17.530911643727087,78.50120055604079,7.196062440862756,9.976465026917113,4.940171940379656,6.911114960963935,4.9921491222119485
Plot/Land for Sale in Adibatla Hyderabad,Adibatla Hyderabad,4500000,1350,3333,17.50812634230957,78.2801067582936,6.677470664209958,5.562845081281812,2.4921945754715717,5.159414950969156,6.15220070476537
Plot/Land for Sale in Kandukur Hyderabad,Kandukur Hyderabad,4500000,1350,3333,17.328912351019934,78.37802050903088,6.0045538266982055,5.270229977676957,5.324538368793996,7.854210654561075,5.845988970126605
Plot/Land for Sale in Pocharam Patancheruvu Hyderabad,Pocharam Patancheruvu Hyderabad,6600000,1422,4667,17.525990864492393,78.43388345915322,5.900197445069924,6.463793222957744,7.321962292348363,7.0873670520847725,5.38552072605604
Plot/Land for Sale in Narepally Hyderabad,Narepally Hyderabad,13800000,2835,4868,17.51262903495799,78.46843761420007,5.412627432269292,9.726130380328568,2.5277253235228123,5.759518344863522,4.005532999252052
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,5600000,1800,3111,17.37972610414928,78.31567195293954,9.104502660690727,10.99672577748099,3.107030752821787,5.764700157533964,5.797126337254107
Plot/Land for Sale in Pati Hyderabad,Pati Hyderabad,12500000,2700,4630,17.393606131613378,78.30834636843056,5.695002741162475,10.700105518711412,7.339127184762418,4.330632647228871,3.8502998051270145
Plot/Land for Sale in Srisailam Highway Hyderabad,Srisailam Highway Hyderabad,4000000,1800,2222,17.524641808336497,78.37695239702391,6.528590406626767,10.838714800446365,1.3551147653383655,6.783122279962668,4.3042493104939386
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,7000000,2200,3182,17.421680708384173,78.30064475703875,5.102307357833146,6.325525753604258,3.0412758594812317,5.507320371235081,4.952875830165135
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,2500000,1854,1348,17.453522684631995,78.26149355973556,6.350129726652446,1.1647102115881804,6.76079419911658,7.477593524493773,7.421841098795407
Plot/Land for Sale in Yadagirigutta Hyderabad,Yadagirigutta Hyderabad,4800000,2700,1778,17.343162179412484,78.35559437761128,8.934193102025851,6.317957824260086,3.410877689327932,5.252050048028623,7.254529919795482
Plot/Land for Sale in Athvelly Hyderabad,Athvelly Hyderabad,16800000,3303,5086,17.40507292975785,78.36456448261244,7.1341017975344565,11.078131386892558,3.411966064317813,4.708221603728299,4.587750616223154
Plot/Land for Sale in Budhera Hyderabad,Budhera Hyderabad,2500000,1800,1389,17.344756292382584,78.37318916947036,7.326577708299306,11.994705629871515,5.654958805836924,6.136814324879406,4.397711415022412
Plot/Land for Sale in Shankarpalle Hyderabad,Shankarpalle Hyderabad,3600000,1800,2000,17.37972610414928,78.31567195293954,7.3805321208005585,3.1173522118523165,1.410982717041961,3.7860236116718182,7.389201868529563
Plot/Land for Sale in Old Alwal Hyderabad,Old Alwal Hyderabad,8000000,1080,7407,17.353614113858157,78.52930493475615,5.932453778157226,7.9240995498229525,3.264412926466208,6.389010602202365,4.918105750286685
Plot/Land for Sale in Shamshabad Hyderabad,Shamshabad Hyderabad,14000000,10800,1296,17.4445440059289,78.3842230624413,7.040001674395815,5.324012222776238,2.733683126628457,6.988151458109437,6.449330263712076
"Plot/Land for Sale in Chilkur Balaji Temple Road, Chevella Road Hyderabad",Chilkur Balaji Temple Road,5000000,2997,1667,17.421680708384173,78.30064475703875,6.710316814732931,5.040597254925524,7.085550848123091,7.052663531306506,6.345991003864584
Plot/Land for Sale in Jubilee Hills Hyderabad,Jubilee Hills Hyderabad,80000000,3600,22222,17.382208952494103,78.43600164062404,5.2352139923988545,6.5141652536045145,6.527789141480767,4.904670586506326,4.969739977571141
"Plot/Land for Sale in Kothur, NH 7 Hyderabad",Kothur,2600000,1215,2111,17.453522684631995,78.26149355973556,7.149648557051427,11.878216063026933,3.251420343742259,6.7568550783332775,4.330383779888546
Plot/Land for Sale in Sangyam Hyderabad,Sangyam Hyderabad,2500000,1485,1684,17.38771283403792,78.50540892317328,8.747270367083239,4.142141390782733,7.131517721130799,6.752314189613834,7.867648423322366
Plot/Land for Sale in Ankushapur Hyderabad,Ankushapur Hyderabad,3300000,2700,1222,17.420476043635702,78.30821240412733,8.856507052028718,9.41790269282539,4.953836613392121,5.957450177439117,6.174603333608768
"Plot/Land for Sale in Raviryal, Outer Ring Road Hyderabad",Raviryal,6000000,1800,3333,17.418085234598234,78.26776651096337,5.655354509172318,9.975370874559811,7.457209574893275,7.110467538551855,4.06808908065012
Plot/Land for Sale in Budhera Hyderabad,Budhera Hyderabad,7500000,6552,1145,17.344756292382584,78.37318916947036,6.701820177703086,1.4642776276918212,6.121520828554299,6.32701876507718,7.532999564057911
Plot/Land for Sale in Kandwada Village Road Hyderabad,Kandwada Village Road Hyderabad,4500000,2700,1667,17.443290655534845,78.40468184734597,5.641168163175768,5.7839171347645335,4.2827118645406665,3.5253932066057816,5.456728519650617
Plot/Land for Sale in Nandigaon Hyderabad,Nandigaon Hyderabad,2500000,2160,1157,17.39496360077348,78.27809564234265,8.506465305806419,1.6465530047822006,2.1208392083260494,3.6108743304571456,8.555028181889785
Plot/Land for Sale in Medchal Hyderabad,Medchal Hyderabad,4400000,1800,2444,17.495436864925153,78.31225542900613,7.592851948082458,8.396854298635814,4.693955606159404,4.065956054162612,5.75675973597087
Plot/Land for Sale in Shankarpalli Hyderabad Road Hyderabad,Shankarpalli Hyderabad Road Hyderabad,4000000,1620,2444,17.443799023101196,78.52571408700581,8.888183825181455,3.81280098556679,5.9125320995714485,6.910630031106428,8.061976633253277
Plot/Land for Sale in Shankarpalli Mominpet Road Hyderabad,Shankarpalli Mominpet Road Hyderabad,3600000,2250,1600,17.381366289361832,78.27242455368807,5.938425517973932,11.908968975941729,7.345050040235329,7.938763170925964,3.5933989854704493
Plot/Land for Sale in Gurram Guda Hyderabad,Gurram Guda Hyderabad,6000000,1548,3876,17.424252834244935,78.50672799362856,9.271353316502827,10.037201874917054,2.801785482458379,3.648919220676403,6.217078031596011
Plot/Land for Sale in Kondapur Hyderabad,Kondapur Hyderabad,8100000,1953,4163,17.412744664927644,78.53513837253836,6.043571791644202,7.775377959659987,1.937916639710139,4.657189272346378,5.034350421766526
Plot/Land for Sale in Jillelagadda Hyderabad,Jillelagadda Hyderabad,19900000,2484,8000,17.518632432516917,78.41062741590535,7.8568251378518035,3.8069101344471603,7.592808902950162,5.493384729416363,7.4451250378953615
Plot/Land for Sale in Pochampalle Hyderabad,Pochampalle Hyderabad,3000000,2700,1111,17.35389746684361,78.26266165465475,7.083880068365529,7.991394295140221,2.8798804711779376,7.783798697498498,5.586529942639244
Plot/Land for Sale in Kapra Hyderabad,Kapra Hyderabad,14000000,2142,6536,17.442923343984226,78.44613776062565,7.8140180346424515,3.456234262264103,6.040283624255566,7.9961112168260495,7.5363327333641035
"Plot/Land for Sale in Isnapur, Outer Ring Road Hyderabad",Isnapur,8000000,1800,4444,17.302537905282204,78.3203144377101,8.635366260349416,10.610814843186766,7.1454243910118125,5.405540035382044,5.644281475147394
Plot/Land for Sale in Railapur Hyderabad,Railapur Hyderabad,6000000,1800,3333,17.383360056583022,78.33107341750652,9.906044859206505,3.924836629397767,1.2861770842760876,6.323119608080534,8.63534803905798
"Plot/Land for Sale in Rudraram, NH 9 Hyderabad",Rudraram,3400000,1800,1889,17.549145768699674,78.36669126095158,9.394639301298014,4.572178671477157,3.4221010853827334,5.447314528720013,8.112724023619755
"Plot/Land for Sale in Gundlapochampally, Outer Ring Road Hyderabad",Gundlapochampally,12000000,1800,6667,17.54248553797095,78.43578499655298,5.232889090454735,11.217957487724915,3.159681808723215,6.151693081839021,3.40041429169787
"Plot/Land for Sale in Dundigal, Outer Ring Road Hyderabad",Dundigal,12000000,3600,3333,17.519724939228485,78.32877549806635,7.2390360582400595,3.4964033091569116,3.6461358465558122,4.4465177481123845,7.177953865225065
